"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"1124 Sola";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";4471
"1124 Sola";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";4529
"1124 Sola";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";4581
"1124 Sola";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";4644
"1124 Sola";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";743
"1124 Sola";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";776
"1124 Sola";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";793
"1124 Sola";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";815
"1124 Sola";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";258
"1124 Sola";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";275
"1124 Sola";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";279
"1124 Sola";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";285
"1124 Sola";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";485
"1124 Sola";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";501
"1124 Sola";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";514
"1124 Sola";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";530
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";5173
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";5250
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";5452
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";5499
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";3070
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";3125
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";3239
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";3258
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";2103
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";2125
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";2213
"1124 Sola";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";2241
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";2866
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";3000
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";3238
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";3411
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";1312
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";1385
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";1518
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";1618
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";1554
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";1615
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";1720
"1124 Sola";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";1793
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";123
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";123
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";114
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";106
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";57
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";59
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";59
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";49
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";66
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";64
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";55
"1124 Sola";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";57
"1127 Randaberg";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";8920
"1127 Randaberg";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";9086
"1127 Randaberg";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";9245
"1127 Randaberg";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";9333
"1127 Randaberg";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";4435
"1127 Randaberg";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";4529
"1127 Randaberg";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";4611
"1127 Randaberg";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";4659
"1127 Randaberg";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";4485
"1127 Randaberg";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";4557
"1127 Randaberg";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";4634
"1127 Randaberg";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";4674
"1127 Randaberg";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";2139
"1127 Randaberg";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";2138
"1127 Randaberg";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";2110
"1127 Randaberg";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";2087
"1127 Randaberg";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1039
"1127 Randaberg";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1036
"1127 Randaberg";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1013
"1127 Randaberg";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1000
"1127 Randaberg";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";1100
"1127 Randaberg";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";1102
"1127 Randaberg";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";1097
"1127 Randaberg";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";1087
"1127 Randaberg";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";3565
"1127 Randaberg";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";3611
"1127 Randaberg";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";3618
"1127 Randaberg";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";3601
"1127 Randaberg";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1602
"1127 Randaberg";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1618
"1127 Randaberg";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1603
"1127 Randaberg";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1580
"1127 Randaberg";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";1963
"1127 Randaberg";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";1993
"1127 Randaberg";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";2015
"1127 Randaberg";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";2021
"1127 Randaberg";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";345
"1127 Randaberg";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";356
"1127 Randaberg";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";367
"1127 Randaberg";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";378
"1127 Randaberg";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";107
"1127 Randaberg";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";116
"1127 Randaberg";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";130
"1127 Randaberg";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";137
"1127 Randaberg";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";238
"1127 Randaberg";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";240
"1127 Randaberg";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";237
"1127 Randaberg";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";241
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";2100
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";2159
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";2248
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";2269
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";1324
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";1374
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";1428
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";1441
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";776
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";785
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";820
"1127 Randaberg";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";828
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";734
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";786
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";867
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";966
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";347
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";371
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";424
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";487
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";387
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";415
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";443
"1127 Randaberg";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";479
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";37
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";36
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";35
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";32
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";16
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";14
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";13
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";14
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";21
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";22
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";22
"1127 Randaberg";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";18
"1130 Strand";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";10201
"1130 Strand";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";10354
"1130 Strand";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";10506
"1130 Strand";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";10715
"1130 Strand";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";5027
"1130 Strand";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";5134
"1130 Strand";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";5219
"1130 Strand";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";5312
"1130 Strand";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";5174
"1130 Strand";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";5220
"1130 Strand";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";5287
"1130 Strand";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";5403
"1130 Strand";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";2878
"1130 Strand";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";2805
"1130 Strand";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";2807
"1130 Strand";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";2863
"1130 Strand";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1404
"1130 Strand";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1390
"1130 Strand";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1393
"1130 Strand";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1409
"1130 Strand";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";1474
"1130 Strand";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";1415
"1130 Strand";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";1414
"1130 Strand";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";1454
"1130 Strand";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";4407
"1130 Strand";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";4463
"1130 Strand";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";4466
"1130 Strand";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";4469
"1130 Strand";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1940
"1130 Strand";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1959
"1130 Strand";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1960
"1130 Strand";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1942
"1130 Strand";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";2467
"1130 Strand";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";2504
"1130 Strand";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";2506
"1130 Strand";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";2527
"1130 Strand";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";330
"1130 Strand";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";359
"1130 Strand";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";361
"1130 Strand";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";394
"1130 Strand";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";86
"1130 Strand";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";99
"1130 Strand";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";99
"1130 Strand";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";115
"1130 Strand";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";244
"1130 Strand";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";260
"1130 Strand";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";262
"1130 Strand";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";279
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";2005
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";2088
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";2156
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";2182
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";1320
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";1367
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";1401
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";1425
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";685
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";721
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";755
"1130 Strand";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";757
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";539
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";598
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";673
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";767
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";248
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";292
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";337
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";394
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";291
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";306
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";336
"1130 Strand";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";373
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";42
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";41
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";43
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";40
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";29
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";27
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";29
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";27
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";13
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";14
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";14
"1130 Strand";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";13
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";2054
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";2030
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";2091
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";2137
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";996
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";987
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1022
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1041
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1058
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1043
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1069
"1133 Hjelmeland";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1096
"1133 Hjelmeland";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";509
"1133 Hjelmeland";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";495
"1133 Hjelmeland";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";498
"1133 Hjelmeland";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";491
"1133 Hjelmeland";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";245
"1133 Hjelmeland";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";239
"1133 Hjelmeland";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";244
"1133 Hjelmeland";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";234
"1133 Hjelmeland";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";264
"1133 Hjelmeland";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";256
"1133 Hjelmeland";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";254
"1133 Hjelmeland";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";257
"1133 Hjelmeland";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";942
"1133 Hjelmeland";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";925
"1133 Hjelmeland";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";935
"1133 Hjelmeland";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";954
"1133 Hjelmeland";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";394
"1133 Hjelmeland";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";380
"1133 Hjelmeland";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";376
"1133 Hjelmeland";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";388
"1133 Hjelmeland";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";548
"1133 Hjelmeland";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";545
"1133 Hjelmeland";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";559
"1133 Hjelmeland";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";566
"1133 Hjelmeland";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";53
"1133 Hjelmeland";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";51
"1133 Hjelmeland";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";54
"1133 Hjelmeland";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";62
"1133 Hjelmeland";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";15
"1133 Hjelmeland";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";14
"1133 Hjelmeland";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";14
"1133 Hjelmeland";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";18
"1133 Hjelmeland";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";38
"1133 Hjelmeland";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";37
