"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"3003 Sarpsborg (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";4098
"3003 Sarpsborg (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";4214
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";2151
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";2298
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";2470
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";2629
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";983
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";1069
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";1198
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";1296
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";1168
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";1229
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";1272
"3003 Sarpsborg (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";1333
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";284
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";282
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";275
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";273
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";153
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";153
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";151
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";145
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";131
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";129
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";124
"3003 Sarpsborg (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";128
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";68630
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";69515
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";70301
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";70999
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";34646
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";35087
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";35375
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";35757
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";33984
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";34428
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";34926
"3004 Fredrikstad (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";35242
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";19472
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";19257
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";19064
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";19163
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";9794
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";9596
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";9469
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";9470
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";9678
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";9661
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";9595
"3004 Fredrikstad (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";9693
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";25992
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";26140
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";26437
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";26353
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";11897
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";11956
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";11944
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";11925
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";14095
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";14184
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";14493
"3004 Fredrikstad (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";14428
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";1895
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";1997
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";2067
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";2148
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";872
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";910
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";940
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";987
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";1023
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";1087
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";1127
"3004 Fredrikstad (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";1161
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";16132
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";16681
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";16980
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";17323
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";9643
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";9983
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";10181
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";10355
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";6489
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";6698
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";6799
"3004 Fredrikstad (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";6968
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";4682
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";4965
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";5281
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";5569
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";2193
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";2378
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";2574
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";2775
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";2489
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";2587
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";2707
"3004 Fredrikstad (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";2794
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";457
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";475
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";472
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";443
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";247
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";264
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";267
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";245
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";210
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";211
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";205
"3004 Fredrikstad (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";198
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";83479
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";84233
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";85172
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";86276
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";42063
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";42458
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";42911
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";43447
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";41416
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";41775
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";42261
"3005 Drammen (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";42829
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";23973
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";23757
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";23538
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";23689
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";11621
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";11458
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";11326
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";11314
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";12352
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";12299
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";12212
"3005 Drammen (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";12375
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";29632
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";29791
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";29869
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";30010
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";14136
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";14178
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";14106
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";14161
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";15496
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";15613
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";15763
"3005 Drammen (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";15849
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";2594
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";2655
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";2719
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";2794
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";1154
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";1171
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";1211
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";1242
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";1440
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";1484
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";1508
"3005 Drammen (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";1552
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";19685
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";20098
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";20647
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";20949
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";11468
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";11744
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";12068
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";12266
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";8217
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";8354
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";8579
"3005 Drammen (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";8683
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";6969
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";7329
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";7800
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";8241
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";3296
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";3532
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";3830
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";4100
"3005 Drammen (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";3673
