Dato;Nedbør m.m.pr døgn
16.02.2023;0,4
17.02.2023;2,5
18.02.2023;15,1
19.02.2023;0
20.02.2023;0,2
21.02.2023;5,8
22.02.2023;0
23.02.2023;0
24.02.2023;6,5
25.02.2023;6,2
26.02.2023;0
27.02.2023;0
28.02.2023;0
01.03.2023;0
02.03.2023;0
03.03.2023;0
04.03.2023;0
05.03.2023;0
06.03.2023;0
07.03.2023;0
08.03.2023;0
09.03.2023;0
10.03.2023;0,9
11.03.2023;0,1
12.03.2023;0
13.03.2023;0
14.03.2023;0,8
15.03.2023;14,5
16.03.2023;0,6
17.03.2023;0
18.03.2023;19,3
19.03.2023;0,1
20.03.2023;0,1
21.03.2023;0,1
22.03.2023;4,5
23.03.2023;5,3
24.03.2023;4
25.03.2023;7,8
26.03.2023;0,5
27.03.2023;0
28.03.2023;0
29.03.2023;0
30.03.2023;8,5
31.03.2023;0
01.04.2023;0
02.04.2023;0
03.04.2023;0
04.04.2023;0
05.04.2023;0
06.04.2023;0
07.04.2023;2,1
08.04.2023;0
09.04.2023;0
10.04.2023;1,2
11.04.2023;1,2
12.04.2023;7,9
13.04.2023;2,5
14.04.2023;2,5
15.04.2023;20,5
16.04.2023;1,9
17.04.2023;0
18.04.2023;0
19.04.2023;0
20.04.2023;0
21.04.2023;0
22.04.2023;0
23.04.2023;6,7
24.04.2023;7,3
25.04.2023;30,5
26.04.2023;14,5
27.04.2023;0
28.04.2023;0
29.04.2023;0
30.04.2023;0
01.05.2023;1,6
02.05.2023;4,4
03.05.2023;0
04.05.2023;0
05.05.2023;0
06.05.2023;0
07.05.2023;0
08.05.2023;0
09.05.2023;0
10.05.2023;0
11.05.2023;0
12.05.2023;0
13.05.2023;0
14.05.2023;0
15.05.2023;0
16.05.2023;0,1
17.05.2023;8,7
18.05.2023;0
19.05.2023;0
20.05.2023;0
21.05.2023;0
22.05.2023;0
23.05.2023;1,5
24.05.2023;4,9
25.05.2023;0
26.05.2023;0
27.05.2023;0
28.05.2023;0,3
29.05.2023;0
30.05.2023;0
31.05.2023;0
01.06.2023;0
02.06.2023;0
03.06.2023;0
04.06.2023;0
05.06.2023;0
06.06.2023;0
07.06.2023;0
08.06.2023;0
09.06.2023;0
10.06.2023;0
11.06.2023;0
12.06.2023;0
13.06.2023;0
14.06.2023;0
15.06.2023;0
16.06.2023;0
17.06.2023;0
18.06.2023;0
19.06.2023;4,2
20.06.2023;0
21.06.2023;2,4
22.06.2023;11,1
23.06.2023;0
24.06.2023;0
25.06.2023;0
26.06.2023;0
27.06.2023;18,3
28.06.2023;5,6
29.06.2023;0
30.06.2023;0,9
01.07.2023;0
02.07.2023;8,7
03.07.2023;11
04.07.2023;0
05.07.2023;0
06.07.2023;2
07.07.2023;1,9
08.07.2023;7,5
09.07.2023;0
10.07.2023;0
11.07.2023;0
12.07.2023;12,8
13.07.2023;0,9
14.07.2023;3,1
15.07.2023;0
16.07.2023;12,5
17.07.2023;8
18.07.2023;0,2
19.07.2023;0
20.07.2023;0,8
21.07.2023;4
22.07.2023;0
23.07.2023;1,5
24.07.2023;0
25.07.2023;13,8
26.07.2023;0,7
27.07.2023;0,8
28.07.2023;3
29.07.2023;1,2
30.07.2023;0
31.07.2023;4,4
01.08.2023;2,3
02.08.2023;0
03.08.2023;0
04.08.2023;3,6
05.08.2023;1,9
06.08.2023;6,4
07.08.2023;18,5
08.08.2023;41,5
09.08.2023;1,5
10.08.2023;2,4
11.08.2023;0,2
12.08.2023;1,8
13.08.2023;0,7
14.08.2023;3,8
15.08.2023;4,1
16.08.2023;6,6
17.08.2023;0
18.08.2023;0
19.08.2023;0,6
20.08.2023;51,1
21.08.2023;2,8
22.08.2023;0
23.08.2023;0
24.08.2023;1,8
25.08.2023;0,5
26.08.2023;11
27.08.2023;73,8
28.08.2023;7,5
29.08.2023;18,1
30.08.2023;0
31.08.2023;0
01.09.2023;0
02.09.2023;0
03.09.2023;0
04.09.2023;0,1
05.09.2023;0
06.09.2023;0
07.09.2023;0
08.09.2023;0
09.09.2023;0
10.09.2023;0
11.09.2023;0,5
12.09.2023;0,7
13.09.2023;0,2
14.09.2023;0
15.09.2023;0,2
16.09.2023;3,7
17.09.2023;1,7
18.09.2023;2
19.09.2023;40,5
20.09.2023;0,3
21.09.2023;2,4
22.09.2023;26,6
23.09.2023;5,1
24.09.2023;0
25.09.2023;2,3
26.09.2023;0
27.09.2023;0,7
28.09.2023;1,5
29.09.2023;2,5
30.09.2023;0,3
01.10.2023;0
02.10.2023;0,4
03.10.2023;0
04.10.2023;0
05.10.2023;0
06.10.2023;1,8
07.10.2023;3,1
08.10.2023;0
09.10.2023;0
10.10.2023;0
11.10.2023;2
12.10.2023;0
13.10.2023;0
14.10.2023;6,5
15.10.2023;0
16.10.2023;0
17.10.2023;0
18.10.2023;0
19.10.2023;0
20.10.2023;0
21.10.2023;0
22.10.2023;0,1
23.10.2023;1,1
24.10.2023;0,3
25.10.2023;0,1
26.10.2023;0
27.10.2023;0
28.10.2023;0
29.10.2023;0
30.10.2023;0
31.10.2023;0,5
01.11.2023;0,3
02.11.2023;0
03.11.2023;35,5
04.11.2023;9,5
05.11.2023;0,8
06.11.2023;0,6
07.11.2023;18,8
08.11.2023;0
09.11.2023;4,1
10.11.2023;4,5
11.11.2023;0
12.11.2023;0
13.11.2023;0,6
14.11.2023;0
15.11.2023;0
16.11.2023;0
17.11.2023;0
18.11.2023;0
19.11.2023;0
20.11.2023;0
21.11.2023;0
22.11.2023;0
23.11.2023;2,3
24.11.2023;0
25.11.2023;0
26.11.2023;0
27.11.2023;0
28.11.2023;0
29.11.2023;0
30.11.2023;0
01.12.2023;0
02.12.2023;0
03.12.2023;0
04.12.2023;0
05.12.2023;0
06.12.2023;0
07.12.2023;0
08.12.2023;0
09.12.2023;0
10.12.2023;5,5
11.12.2023;0,1
12.12.2023;0
13.12.2023;0
14.12.2023;0
15.12.2023;0
16.12.2023;0
17.12.2023;3,3
18.12.2023;0
19.12.2023;2,3
20.12.2023;0
21.12.2023;0
06.01.2024;0
07.01.2024;0
08.01.2024;0
09.01.2024;0
10.01.2024;0
11.01.2024;0
12.01.2024;0
13.01.2024;0
14.01.2024;0
01.03.2024;8,8
02.03.2024;2,1
03.03.2024;6,9
04.03.2024;7,9
05.03.2024;0
06.03.2024;0
07.03.2024;0
08.03.2024;0
09.03.2024;0
10.03.2024;0
11.03.2024;0
12.03.2024;0
13.03.2024;0
14.03.2024;4,4
15.03.2024;1,5
16.03.2024;23,9
17.03.2024;1,9
18.03.2024;0,5
19.03.2024;0
20.03.2024;1,6
21.03.2024;0
22.03.2024;9,3
23.03.2024;0
24.03.2024;1,3
25.03.2024;2,9
26.03.2024;3
27.03.2024;5,5
28.03.2024;1,6
29.03.2024;10,7
30.03.2024;0,4
31.03.2024;7,1
01.04.2024;0,1
02.04.2024;0
03.04.2024;0
04.04.2024;0
05.04.2024;8,7
06.04.2024;1,2
07.04.2024;0,7
08.04.2024;1,3
09.04.2024;0,1
10.04.2024;7,1
11.04.2024;2,6
12.04.2024;0,6
13.04.2024;1
14.04.2024;3,6
15.04.2024;0
16.04.2024;0
17.04.2024;0
18.04.2024;0
19.04.2024;0,8
20.04.2024;0
21.04.2024;0
22.04.2024;0
23.04.2024;0
24.04.2024;0
25.04.2024;2
26.04.2024;0,9
27.04.2024;0
28.04.2024;0,6
29.04.2024;4,1
30.04.2024;0,7
01.05.2024;0
02.05.2024;0
03.05.2024;0
04.05.2024;0
05.05.2024;0
06.05.2024;0,1
07.05.2024;0,1
08.05.2024;0
09.05.2024;0
10.05.2024;2,5
11.05.2024;0
12.05.2024;0
13.05.2024;0
14.05.2024;0
15.05.2024;0
16.05.2024;0
17.05.2024;0
18.05.2024;0
19.05.2024;0
20.05.2024;0
21.05.2024;0
22.05.2024;0
23.05.2024;0
24.05.2024;0
25.05.2024;0
26.05.2024;0
27.05.2024;1,5
28.05.2024;18,7
29.05.2024;13,9
30.05.2024;0,4
31.05.2024;4,4
01.06.2024;0
02.06.2024;0
03.06.2024;0
04.06.2024;0
05.06.2024;12,2
06.06.2024;6,4
07.06.2024;3,9
08.06.2024;2,1
09.06.2024;7
10.06.2024;1,4
11.06.2024;0
12.06.2024;0
13.06.2024;14,2
14.06.2024;4,5
15.06.2024;2,9
16.06.2024;6,7
17.06.2024;10
18.06.2024;1,2
19.06.2024;10,4
20.06.2024;1,1
21.06.2024;0
22.06.2024;0
23.06.2024;7,1
24.06.2024;0
25.06.2024;0
26.06.2024;0
27.06.2024;0
28.06.2024;12,9
29.06.2024;1,7
30.06.2024;0
01.07.2024;0,2
02.07.2024;0
03.07.2024;0
04.07.2024;4,2
05.07.2024;21,7
06.07.2024;4,5
07.07.2024;19,4
08.07.2024;1,8
09.07.2024;0,3
10.07.2024;1,2
11.07.2024;13,8
12.07.2024;0
13.07.2024;0
14.07.2024;3,2
15.07.2024;12,8
16.07.2024;1,8
17.07.2024;4,1
18.07.2024;3,5
19.07.2024;0
20.07.2024;0
21.07.2024;0
22.07.2024;5,2
23.07.2024;6,8
24.07.2024;2,4
25.07.2024;0,9
26.07.2024;2,3
27.07.2024;28,4
28.07.2024;6,6
29.07.2024;2,6
30.07.2024;0
31.07.2024;0
01.08.2024;0
02.08.2024;0
03.08.2024;0
04.08.2024;10,2
05.08.2024;12,3
06.08.2024;0
07.08.2024;0
08.08.2024;9,5
09.08.2024;2,6
10.08.2024;7,3
11.08.2024;0
12.08.2024;0
13.08.2024;0
14.08.2024;0
15.08.2024;8,3
16.08.2024;4,2
17.08.2024;0
18.08.2024;0
19.08.2024;0
20.08.2024;0
21.08.2024;16,6
22.08.2024;0,2
23.08.2024;10,2
24.08.2024;13,8
25.08.2024;5,5
26.08.2024;0,1
27.08.2024;0
28.08.2024;0,1
29.08.2024;0
30.08.2024;11,9
31.08.2024;0
01.09.2024;0
02.09.2024;0
03.09.2024;11
04.09.2024;10,4
05.09.2024;6,4
06.09.2024;0
07.09.2024;0
08.09.2024;0,5
09.09.2024;4,3
10.09.2024;6,6
11.09.2024;11,9
12.09.2024;0
13.09.2024;0
14.09.2024;0
15.09.2024;0
16.09.2024;0,2
17.09.2024;3
18.09.2024;0
19.09.2024;0
20.09.2024;0
21.09.2024;0
22.09.2024;0,1
23.09.2024;0
24.09.2024;2,2
25.09.2024;21,5
26.09.2024;6,7
